Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Lucas Giolito,,9,11,12,4.69,29,29,0,0,,165,165,92,86,26,63,1,5,147,8.01,3.46,2.31,1.45,0.20,0.255,1.39,0.29,0.71,0.37,,4.69,1.23,1.07,380.55999755859375,562.20,3.4072727272727277,577.00,3.496969696969697,6.40,5.84,5.46,5.16,4.90,4.64,4.39,4.11,3.75,5.67,5.42,5.25,5.11,4.98,4.85,4.72,4.57,4.37,Lucas Giolito,15474.00,608337.00
Chris Bassitt,,10,10,13,4.15,29,29,0,0,,164,159,82,76,21,57,1,10,148,8.14,3.11,2.62,1.13,0.21,0.250,1.32,0.30,0.72,0.44,,4.18,2.09,2.01,418.1300048828125,636.9000000000002,3.8835365853658548,642.00,3.9146341463414633,5.79,5.26,4.91,4.63,4.38,4.14,3.90,3.64,3.31,5.05,4.84,4.69,4.57,4.46,4.36,4.24,4.12,3.95,Chris Bassitt,12304.00,605135.00
Blake Snell,LAD,11,8,16,3.52,28,28,0,0,,164,133,70,64,19,72,1,4,200,11.01,3.94,2.80,1.04,0.29,0.218,1.25,0.29,0.76,0.43,,3.58,3.29,3.43,61.189998626708984,806.1000000000001,4.915243902439025,745.00,4.5426829268292686,5.08,4.57,4.23,3.96,3.72,3.50,3.27,3.03,2.72,4.42,4.20,4.05,3.92,3.81,3.70,3.58,3.45,3.28,Blake Snell,13543.00,605483.00
Nolan McLean,NYM,10,9,15,3.74,28,28,0,0,,163,151,74,68,17,63,1,9,154,8.51,3.49,2.44,0.94,0.22,0.242,1.32,0.30,0.73,0.50,,3.93,2.20,2.57,93.80999755859375,696.5000000000001,4.273006134969326,686.00,4.208588957055214,5.43,4.88,4.53,4.24,3.99,3.75,3.52,3.26,2.93,4.78,4.52,4.35,4.21,4.08,3.95,3.82,3.67,3.48,Nolan McLean,33703.00,690997.00
Casey Mize,DET,10,10,13,4.09,29,29,0,0,,162,161,80,74,22,45,1,5,143,7.94,2.49,3.19,1.21,0.21,0.253,1.27,0.30,0.72,0.41,,4.04,2.28,1.92,261.05999755859375,645.5999999999998,3.985185185185184,660.00,4.074074074074074,5.76,5.21,4.84,4.55,4.30,4.06,3.81,3.55,3.21,5.07,4.82,4.65,4.51,4.38,4.26,4.13,3.98,3.79,Casey Mize,20492.00,663554.00
Bubba Chandler,PIT,9,10,12,4.30,38,26,0,1,,162,158,84,78,21,63,1,8,148,8.22,3.52,2.34,1.15,0.21,0.250,1.36,0.30,0.72,0.41,,4.29,1.86,1.82,151.3800048828125,616.70,3.8067901234567905,624.00,3.8518518518518516,6.22,5.54,5.10,4.75,4.46,4.18,3.91,3.62,3.25,5.33,5.07,4.88,4.73,4.60,4.46,4.33,4.18,3.97,Bubba Chandler,29868.00,696149.00
Jack Leiter,TEX,9,11,12,4.46,29,29,0,0,,162,152,86,80,24,69,0,7,156,8.68,3.81,2.28,1.32,0.22,0.243,1.36,0.29,0.72,0.37,,4.52,1.73,1.27,241.00,592.3999999999999,3.656790123456789,582.00,3.5925925925925926,6.16,5.60,5.22,4.92,4.66,4.41,4.16,3.88,3.53,5.44,5.19,5.02,4.87,4.74,4.62,4.49,4.34,4.14,Jack Leiter,30146.00,683004.00
Carlos Rodón,NYY,10,9,14,4.03,28,28,0,0,,162,145,78,72,23,59,0,7,174,9.71,3.27,2.97,1.29,0.25,0.233,1.26,0.29,0.74,0.36,,4.06,2.23,1.97,195.80999755859375,688.9000000000001,4.252469135802469,661.00,4.080246913580247,5.62,5.09,4.74,4.46,4.21,3.98,3.74,3.49,3.16,4.88,4.67,4.53,4.41,4.30,4.19,4.08,3.95,3.78,Carlos Rodon,16137.00,607074.00
Yoshinobu Yamamoto,LAD,11,8,16,3.43,28,28,0,0,,161,145,68,62,17,49,0,5,170,9.46,2.74,3.45,0.97,0.25,0.236,1.20,0.30,0.75,0.49,,3.45,3.61,3.45,24.75,783.3000000000002,4.865217391304349,762.00,4.732919254658385,5.00,4.49,4.16,3.89,3.66,3.44,3.22,2.98,2.68,4.31,4.11,3.97,3.85,3.75,3.64,3.54,3.42,3.25,Yoshinobu Yamamoto,33825.00,808967.00
Seth Lugo,KCR,9,10,13,4.38,28,28,0,0,,161,166,85,79,22,53,1,7,138,7.72,2.94,2.63,1.22,0.20,0.260,1.35,0.30,0.71,0.41,,4.29,1.93,1.72,339.8800048828125,585.20,3.6347826086956525,615.00,3.8198757763975157,6.07,5.52,5.16,4.87,4.61,4.36,4.12,3.84,3.50,5.33,5.10,4.94,4.81,4.69,4.58,4.46,4.32,4.14,Seth Lugo,12447.00,607625.00
Spencer Strider,ATL,11,9,15,3.83,28,28,0,0,,161,140,73,68,21,58,1,7,187,10.47,3.23,3.24,1.18,0.28,0.229,1.23,0.30,0.74,0.37,,3.73,2.66,2.89,103.94000244140625,748.1000000000001,4.646583850931678,711.00,4.416149068322981,5.41,4.87,4.52,4.24,3.99,3.76,3.52,3.27,2.94,4.73,4.49,4.33,4.20,4.08,3.96,3.84,3.70,3.52,Spencer Strider,27498.00,675911.00
Brandon Woodruff,MIL,10,9,14,3.84,28,28,0,0,,160,143,73,68,23,44,0,6,168,9.48,2.45,3.86,1.31,0.25,0.234,1.17,0.29,0.74,0.36,,3.86,2.96,2.73,111.30999755859375,715.30,4.47,687.00,4.29,5.46,4.91,4.54,4.25,4.00,3.76,3.52,3.26,2.93,4.81,4.54,4.37,4.22,4.09,3.96,3.82,3.67,3.47,Brandon Woodruff,16162.00,605540.00
Davis Martin,CHW,8,11,12,4.65,28,28,0,0,,159,167,88,82,24,56,1,7,123,6.98,3.17,2.20,1.35,0.18,0.266,1.40,0.30,0.71,0.43,,4.72,1.31,1.07,685.3800048828125,504.2000000000001,3.171069182389938,540.00,3.3962264150943398,6.43,5.85,5.46,5.15,4.88,4.62,4.36,4.07,3.70,5.71,5.44,5.26,5.10,4.96,4.83,4.69,4.53,4.31,Davis Martin,21448.00,663436.00
Joe Musgrove,SDP,10,9,14,3.90,28,28,0,0,,159,152,74,69,22,41,1,10,150,8.51,2.30,3.70,1.22,0.22,0.247,1.21,0.29,0.73,0.42,,3.96,2.32,2.34,242.55999755859375,657.80,4.1371069182389935,656.00,4.1257861635220126,5.56,5.01,4.64,4.35,4.09,3.85,3.61,3.35,3.01,4.89,4.63,4.46,4.31,4.18,4.05,3.92,3.77,3.57,Joe Musgrove,12970.00,605397.00
Kyle Bradish,BAL,11,8,14,3.70,28,28,0,0,,158,146,71,65,19,49,0,7,167,9.49,2.81,3.38,1.08,0.25,0.240,1.23,0.30,0.74,0.45,,3.65,3.13,2.55,73.80999755859375,721.90,4.568987341772152,709.00,4.487341772151899,5.35,4.80,4.44,4.16,3.91,3.67,3.43,3.18,2.85,4.69,4.44,4.26,4.12,3.99,3.87,3.74,3.60,3.40,Kyle Bradish,24586.00,680694.00
Cristian Javier,HOU,8,11,11,4.96,28,28,0,0,,157,154,92,87,29,64,0,6,144,8.24,3.67,2.25,1.64,0.21,0.250,1.39,0.28,0.71,0.29,,5.01,0.90,0.46,384.94000244140625,482.69999999999993,3.0745222929936302,486.00,3.0955414012738856,6.71,6.11,5.71,5.40,5.12,4.85,4.58,4.28,3.90,5.98,5.70,5.51,5.35,5.20,5.06,4.91,4.75,4.52,Cristian Javier,17606.00,664299.00
Matthew Liberatore,STL,9,10,12,4.33,28,28,0,0,,157,160,81,76,21,52,1,6,130,7.42,2.99,2.48,1.21,0.19,0.258,1.35,0.30,0.72,0.40,,4.35,1.31,1.56,440.6300048828125,573.50,3.6528662420382165,598.00,3.8089171974522293,6.04,5.48,5.10,4.81,4.54,4.29,4.04,3.77,3.42,5.31,5.07,4.90,4.76,4.63,4.51,4.38,4.23,4.04,Matthew Liberatore,22294.00,669461.00
Slade Cecconi,CLE,8,11,12,4.50,28,28,0,0,,157,164,84,79,26,42,1,6,131,7.52,2.39,3.14,1.46,0.20,0.262,1.31,0.30,0.72,0.39,,4.49,1.19,1.11,418.3800048828125,533.60,3.3987261146496817,565.00,3.5987261146496814,6.22,5.65,5.27,4.97,4.70,4.45,4.19,3.91,3.56,5.48,5.23,5.06,4.92,4.79,4.66,4.53,4.38,4.19,Slade Cecconi,27500.00,677944.00
Kris Bubic,KCR,10,9,12,3.80,40,24,0,1,,155,147,71,66,17,54,1,5,148,8.56,3.11,2.76,1.01,0.23,0.246,1.29,0.30,0.73,0.45,,3.83,2.48,2.57,219.80999755859375,678.70,4.378709677419355,677.00,4.367741935483871,5.72,5.02,4.57,4.24,3.94,3.67,3.41,3.13,2.77,4.79,4.54,4.37,4.23,4.10,3.98,3.85,3.70,3.50,Kris Bubic,21455.00,663460.00
Brad Lord,WSN,8,10,10,4.29,44,24,0,1,,155,158,80,74,20,55,1,7,120,6.94,3.21,2.16,1.15,0.18,0.261,1.38,0.30,0.72,0.47,,4.45,1.27,1.62,609.4400024414062,548.20,3.5367741935483874,573.00,3.696774193548387,6.35,5.62,5.14,4.78,4.46,4.17,3.88,3.57,3.18,5.34,5.08,4.91,4.76,4.62,4.49,4.36,4.20,4.00,Brad Lord,31972.00,695418.00
Dustin May,STL,9,10,11,4.19,40,24,0,1,,155,150,78,72,19,57,2,9,143,8.33,3.33,2.50,1.13,0.21,0.249,1.34,0.30,0.72,0.43,,4.19,1.51,1.55,453.50,615.30,3.9696774193548383,620.00,4.00,6.19,5.47,5.00,4.65,4.33,4.05,3.76,3.46,3.09,5.25,4.97,4.78,4.63,4.49,4.36,4.21,4.05,3.84,Dustin May,19716.00,669160.00
Nick Martinez,,9,10,11,4.57,28,28,0,0,,155,165,84,79,23,44,1,6,115,6.70,2.56,2.61,1.33,0.17,0.268,1.35,0.30,0.70,0.41,,4.54,1.33,1.25,576.1300048828125,515.10,3.323225806451613,556.00,3.587096774193548,6.32,5.75,5.37,5.07,4.80,4.55,4.29,4.01,3.65,5.55,5.31,5.15,5.01,4.89,4.77,4.64,4.50,4.31,Nick Martinez,12730.00,607259.00
Cody Ponce,TOR,9,9,12,4.00,40,24,0,1,,155,151,74,69,20,44,1,6,149,8.68,2.58,3.36,1.16,0.23,0.250,1.26,0.30,0.72,0.44,,3.87,2.32,1.80,314.1300048828125,660.40,4.260645161290323,667.00,4.303225806451613,5.95,5.24,4.79,4.45,4.15,3.87,3.60,3.31,2.95,5.01,4.76,4.58,4.44,4.31,4.18,4.05,3.91,3.71,Cody Ponce,17920.00,664074.00
Dean Kremer,BAL,9,10,11,4.57,28,28,0,0,,155,160,84,78,25,48,0,5,130,7.59,2.79,2.72,1.45,0.20,0.262,1.35,0.30,0.72,0.39,,4.57,1.31,1.00,411.75,524.50,3.3838709677419354,551.00,3.554838709677419,6.28,5.72,5.34,5.04,4.77,4.52,4.27,3.99,3.63,5.50,5.27,5.11,4.98,4.86,4.75,4.62,4.48,4.30,Dean Kremer,19350.00,665152.00
Nick Lodolo,CIN,9,10,13,4.07,28,28,0,0,,154,147,75,70,22,43,1,13,158,9.19,2.50,3.68,1.30,0.24,0.247,1.23,0.30,0.72,0.42,,4.04,2.40,2.54,122.80999755859375,634.8000000000002,4.122077922077923,632.00,4.103896103896104,5.73,5.18,4.81,4.52,4.26,4.02,3.77,3.51,3.17,5.00,4.77,4.61,4.47,4.35,4.23,4.11,3.97,3.78,Nick Lodolo,26378.00,666157.00
Eury Pérez,MIA,9,10,13,3.99,28,28,0,0,,154,135,73,68,22,54,0,5,172,10.04,3.13,3.20,1.29,0.27,0.229,1.22,0.29,0.73,0.32,,3.91,2.61,2.49,84.50,685.00,4.4480519480519485,651.00,4.2272727272727275,5.65,5.07,4.70,4.40,4.13,3.89,3.64,3.37,3.03,4.97,4.70,4.51,4.36,4.22,4.09,3.95,3.79,3.59,Eury Perez,27768.00,691587.00
Shane Bieber,TOR,10,8,14,3.87,26,26,0,0,,153,153,72,66,19,36,0,5,140,8.22,2.13,3.85,1.15,0.22,0.254,1.24,0.30,0.73,0.46,,3.77,2.47,2.08,170.25,657.70,4.298692810457517,675.00,4.411764705882353,5.57,5.01,4.64,4.34,4.08,3.84,3.60,3.33,3.00,4.87,4.62,4.45,4.30,4.18,4.05,3.92,3.77,3.58,Shane Bieber,19427.00,669456.00
Tatsuya Imai,,9,9,12,4.37,26,26,0,0,,153,150,80,74,20,62,1,7,145,8.54,3.66,2.33,1.16,0.22,0.253,1.39,0.30,0.72,0.46,,4.28,1.77,1.40,999.00,579.20,3.79,588.00,3.843137254901961,6.12,5.55,5.17,4.87,4.60,4.35,4.10,3.82,3.46,5.37,5.13,4.96,4.82,4.69,4.57,4.44,4.30,4.10,Tatsuya Imai,sa3062955,
Cade Cavalli,WSN,9,10,13,3.98,26,26,0,0,,152,149,73,67,17,52,1,8,127,7.55,3.09,2.44,1.00,0.20,0.255,1.33,0.30,0.72,0.50,,4.09,2.16,2.36,336.6300048828125,602.30,3.96,613.00,4.032894736842105,5.77,5.18,4.79,4.49,4.21,3.96,3.71,3.43,3.08,5.10,4.81,4.62,4.45,4.31,4.16,4.02,3.85,3.63,Cade Cavalli,27473.00,676917.00
Sean Burke,CHW,8,11,10,4.83,28,28,0,0,,151,149,86,81,25,68,0,6,135,8.06,4.03,2.00,1.50,0.20,0.253,1.43,0.29,0.72,0.37,,4.97,0.94,0.78,500.00,470.5000000000001,3.12,478.00,3.165562913907285,6.62,6.02,5.63,5.31,5.02,4.76,4.49,4.19,3.81,5.87,5.60,5.41,5.25,5.11,4.98,4.83,4.67,4.46,Sean Burke,29878.00,680732.00
Miles Mikolas,,8,10,10,4.67,28,28,0,0,,150,165,83,78,24,33,0,5,104,6.27,1.99,3.15,1.47,0.16,0.274,1.33,0.30,0.70,0.40,,4.63,1.20,1.04,999.00,479.79999999999995,3.1986666666666665,532.00,3.546666666666667,6.42,5.85,5.46,5.16,4.89,4.63,4.37,4.09,3.72,5.61,5.38,5.23,5.10,4.98,4.86,4.74,4.60,4.42,Miles Mikolas,9803.00,571945.00
Sean Manaea,NYM,10,9,12,4.02,28,28,0,0,,149,137,72,67,21,51,0,8,149,8.99,3.06,2.94,1.28,0.24,0.239,1.26,0.29,0.73,0.39,,4.16,1.78,1.88,269.75,609.1000000000001,4.087919463087249,593.00,3.9798657718120807,5.68,5.12,4.75,4.46,4.20,3.96,3.71,3.44,3.11,4.94,4.71,4.55,4.41,4.29,4.18,4.06,3.92,3.74,Sean Manaea,15873.00,640455.00
Joey Cantillo,CLE,9,9,9,3.93,54,21,0,1,,149,134,70,65,18,65,1,5,151,9.15,3.91,2.34,1.11,0.24,0.237,1.34,0.29,0.74,0.42,,4.10,1.42,1.69,274.44000244140625,628.8000000000002,4.220134228187921,607.00,4.073825503355705,5.99,5.23,4.75,4.37,4.05,3.76,3.46,3.16,2.77,4.92,4.67,4.50,4.35,4.23,4.10,3.97,3.83,3.63,Joey Cantillo,23335.00,676282.00
Reid Detmers,LAA,8,9,12,4.03,34,24,0,1,,149,135,72,67,20,57,1,7,157,9.50,3.44,2.76,1.23,0.25,0.237,1.29,0.29,0.74,0.40,,4.09,1.92,2.02,346.44000244140625,631.6000000000001,4.238926174496645,611.00,4.100671140939597,5.90,5.22,4.78,4.44,4.16,3.88,3.62,3.34,2.98,4.97,4.73,4.57,4.43,4.30,4.18,4.07,3.93,3.74,Reid Detmers,27468.00,672282.00
Michael McGreevy,STL,9,9,12,4.05,34,24,0,1,,149,159,73,67,17,36,1,5,101,6.12,2.20,2.78,1.06,0.16,0.270,1.31,0.30,0.71,0.50,,4.13,1.45,1.76,469.75,563.1000000000001,3.779194630872484,607.00,4.073825503355705,6.01,5.32,4.88,4.53,4.24,3.97,3.71,3.42,3.06,5.04,4.81,4.65,4.52,4.40,4.29,4.17,4.03,3.84,Michael McGreevy,29869.00,700241.00
Michael Soroka,ARI,9,9,9,4.23,49,23,6,1,,149,142,75,70,18,54,1,10,146,8.84,3.27,2.70,1.12,0.23,0.248,1.32,0.30,0.71,0.42,,4.07,1.47,1.65,392.05999755859375,646.0000000000002,4.335570469798659,645.00,4.328859060402684,6.31,5.54,5.05,4.68,4.34,4.05,3.75,3.43,3.04,5.24,4.98,4.80,4.65,4.52,4.39,4.25,4.10,3.90,Michael Soroka,18383.00,647336.00
Noah Cameron,KCR,9,9,12,4.20,26,26,0,0,,148,150,75,69,19,50,1,6,122,7.39,3.01,2.46,1.16,0.19,0.258,1.34,0.30,0.72,0.43,,4.28,1.73,1.89,257.80999755859375,547.50,3.699324324324324,569.00,3.8445945945945947,5.95,5.37,4.99,4.69,4.42,4.17,3.92,3.64,3.29,5.19,4.95,4.78,4.64,4.51,4.39,4.26,4.12,3.92,Noah Cameron,30184.00,702070.00
Cam Schlittler,NYY,9,9,13,4.07,26,26,0,0,,148,138,73,67,19,57,1,7,141,8.57,3.45,2.48,1.18,0.22,0.242,1.32,0.29,0.73,0.44,,4.22,1.82,1.62,129.00,592.70,4.00,583.00,3.939189189189189,5.81,5.24,4.85,4.55,4.29,4.03,3.78,3.51,3.16,5.09,4.83,4.66,4.51,4.38,4.25,4.12,3.97,3.77,Cam Schlittler,32095.00,693645.00
Tyler Mahle,SFG,8,10,12,4.17,26,26,0,0,,148,148,74,69,20,44,0,4,126,7.67,2.68,2.86,1.20,0.20,0.255,1.30,0.29,0.72,0.40,,4.15,1.35,1.51,394.44000244140625,572.4000000000001,3.8675675675675683,588.00,3.972972972972973,5.94,5.34,4.95,4.64,4.37,4.11,3.85,3.57,3.21,5.23,4.95,4.76,4.60,4.46,4.32,4.18,4.02,3.81,Tyler Mahle,16358.00,641816.00
Andre Pallante,STL,8,10,12,4.20,26,26,0,0,,148,157,76,69,14,57,1,5,103,6.28,3.49,1.80,0.85,0.16,0.271,1.45,0.31,0.71,0.57,,4.23,1.42,1.50,736.0599975585938,534.80,3.6135135135135132,578.00,3.9054054054054053,6.02,5.45,5.07,4.77,4.51,4.25,4.00,3.72,3.37,5.24,5.01,4.85,4.72,4.60,4.48,4.36,4.22,4.03,Andre Pallante,26108.00,669467.00
Tanner Gordon,COL,7,11,8,5.47,26,26,0,0,,148,175,95,90,29,36,1,5,101,6.16,2.22,2.78,1.77,0.16,0.290,1.43,0.31,0.68,0.39,,5.17,0.92,0.99,999.00,362.50,2.449324324324324,442.00,2.9864864864864864,7.35,6.73,6.32,5.98,5.69,5.40,5.12,4.80,4.40,6.56,6.28,6.08,5.92,5.77,5.63,5.48,5.31,5.08,Tanner Gordon,27669.00,685299.00
Tyler Glasnow,LAD,10,8,14,3.59,26,26,0,0,,148,125,64,59,17,54,0,4,172,10.47,3.30,3.17,1.06,0.28,0.226,1.21,0.30,0.74,0.45,,3.52,3.07,3.00,112.44000244140625,731.1000000000001,4.939864864864866,689.00,4.655405405405405,5.22,4.68,4.32,4.03,3.78,3.55,3.31,3.06,2.74,4.51,4.28,4.12,3.99,3.88,3.76,3.64,3.51,3.33,Tyler Glasnow,14374.00,607192.00
Adrian Houser,SFG,8,10,12,4.34,26,26,0,0,,147,158,77,71,17,49,0,7,107,6.54,2.98,2.20,1.02,0.17,0.269,1.40,0.30,0.71,0.49,,4.29,1.08,1.15,484.80999755859375,513.8999999999999,3.495918367346938,560.00,3.8095238095238093,6.14,5.56,5.18,4.88,4.61,4.35,4.09,3.81,3.45,5.36,5.12,4.96,4.82,4.70,4.58,4.45,4.31,4.12,Adrian Houser,12718.00,605288.00
Jacob Misiorowski,MIL,9,9,10,4.04,40,24,0,1,,147,127,71,66,19,69,1,9,162,9.92,4.24,2.34,1.16,0.26,0.228,1.33,0.29,0.74,0.40,,4.20,1.59,1.91,126.69000244140625,617.8999999999999,4.203401360544217,582.00,3.9591836734693877,6.01,5.27,4.82,4.46,4.15,3.87,3.59,3.29,2.92,5.03,4.78,4.60,4.45,4.31,4.19,4.06,3.90,3.70,Jacob Misiorowski,31623.00,694819.00
Trey Yesavage,TOR,9,8,12,3.82,34,24,0,1,,147,128,67,62,18,60,1,5,162,9.92,3.66,2.71,1.11,0.26,0.230,1.28,0.29,0.74,0.41,,3.86,2.11,2.11,138.50,666.5999999999999,4.53,634.00,4.312925170068027,5.74,5.02,4.57,4.23,3.93,3.66,3.39,3.11,2.75,4.89,4.59,4.40,4.24,4.09,3.95,3.80,3.63,3.42,Trey Yesavage,35456.00,702056.00
Randy Vásquez,SDP,8,11,9,4.95,28,28,0,0,,147,157,86,81,23,54,1,8,100,6.16,3.34,1.85,1.43,0.16,0.269,1.44,0.29,0.70,0.40,,5.10,0.56,0.36,705.1300048828125,410.70,2.793877551020408,450.00,3.061224489795918,6.78,6.18,5.78,5.46,5.17,4.90,4.63,4.33,3.95,5.98,5.72,5.54,5.40,5.26,5.13,5.00,4.84,4.64,Randy Vasquez,24719.00,681190.00
Hurston Waldrep,ATL,9,9,11,4.31,26,26,0,0,,146,146,76,70,16,65,1,6,129,7.94,4.00,1.98,1.01,0.20,0.257,1.44,0.31,0.72,0.50,,4.28,1.33,1.61,267.05999755859375,549.0000000000001,3.7602739726027403,567.00,3.8835616438356166,6.14,5.55,5.15,4.84,4.56,4.30,4.04,3.76,3.39,5.39,5.13,4.95,4.79,4.66,4.52,4.39,4.23,4.02,Hurston Waldrep,33527.00,694462.00
Zach Eflin,BAL,9,9,11,4.35,26,26,0,0,,146,157,76,70,23,28,1,5,113,6.99,1.73,4.03,1.43,0.18,0.269,1.27,0.30,0.72,0.43,,4.32,1.51,1.26,448.94000244140625,516.3000000000002,3.536301369863015,558.00,3.8219178082191783,6.11,5.52,5.14,4.83,4.56,4.30,4.05,3.76,3.40,5.33,5.09,4.92,4.78,4.65,4.53,4.40,4.26,4.06,Zach Eflin,13774.00,621107.00
Jose Quintana,,8,10,10,4.61,26,26,0,0,,145,156,80,74,19,54,0,6,107,6.61,3.37,1.96,1.20,0.17,0.269,1.45,0.30,0.71,0.44,,4.65,1.15,1.02,669.8099975585938,467.69999999999993,3.23,512.00,3.5310344827586206,6.42,5.83,5.44,5.13,4.86,4.59,4.33,4.04,3.67,5.61,5.37,5.21,5.07,4.95,4.83,4.70,4.56,4.37,Jose Quintana,11423.00,500779.00
Tyler Anderson,,8,10,9,4.88,26,26,0,0,,144,150,83,78,23,57,1,6,110,6.85,3.55,1.93,1.46,0.17,0.261,1.43,0.29,0.71,0.34,,5.02,0.71,0.67,999.00,423.70000000000016,2.9423611111111123,452.00,3.138888888888889,6.67,6.07,5.68,5.36,5.08,4.81,4.55,4.25,3.87,5.83,5.60,5.43,5.30,5.17,5.05,4.93,4.78,4.59,Tyler Anderson,12880.00,542881.00
Bryce Miller,SEA,8,9,11,4.19,26,26,0,0,,143,139,72,67,22,43,0,5,128,8.01,2.70,2.96,1.36,0.21,0.248,1.27,0.29,0.73,0.38,,4.32,1.37,1.00,245.6300048828125,538.20,3.763636363636364,541.00,3.7832167832167833,5.91,5.33,4.95,4.64,4.37,4.12,3.87,3.59,3.24,5.13,4.89,4.73,4.59,4.47,4.35,4.22,4.08,3.89,Bryce Miller,29837.00,682243.00
Eduardo Rodriguez,ARI,9,9,11,4.35,26,26,0,0,,143,145,74,69,20,50,1,4,126,7.91,3.17,2.50,1.23,0.20,0.257,1.36,0.30,0.72,0.40,,4.29,1.62,1.65,552.25,525.20,3.672727272727273,545.00,3.8111888111888113,6.11,5.52,5.13,4.82,4.55,4.30,4.04,3.75,3.39,5.32,5.08,4.91,4.77,4.65,4.53,4.40,4.26,4.06,Eduardo Rodriguez,13164.00,593958.00
Justin Verlander,,8,9,11,4.44,26,26,0,0,,143,142,75,71,22,45,0,6,121,7.61,2.80,2.72,1.38,0.20,0.252,1.30,0.29,0.71,0.34,,4.50,1.56,1.40,522.4400024414062,507.40000000000003,3.5482517482517486,518.00,3.6223776223776225,6.16,5.58,5.19,4.89,4.62,4.36,4.10,3.82,3.46,5.35,5.12,4.96,4.83,4.71,4.59,4.47,4.33,4.15,Justin Verlander,8700.00,434378.00
Foster Griffin,WSN,8,9,11,3.92,37,23,0,1,,143,143,68,62,17,42,1,6,123,7.74,2.62,2.95,1.08,0.20,0.255,1.29,0.30,0.73,0.46,,3.98,2.06,2.13,580.9400024414062,583.30,4.079020979020979,600.00,4.195804195804196,5.93,5.19,4.73,4.37,4.06,3.78,3.50,3.20,2.84,4.96,4.70,4.52,4.37,4.23,4.10,3.96,3.80,3.60,Foster Griffin,16432.00,656492.00
Cade Horton,CHC,8,9,11,4.34,26,26,0,0,,143,141,74,69,21,49,0,6,125,7.88,3.06,2.58,1.30,0.20,0.253,1.33,0.29,0.72,0.40,,4.40,1.32,1.48,194.69000244140625,518.3000000000001,3.624475524475525,527.00,3.6853146853146854,6.13,5.53,5.13,4.81,4.53,4.27,4.00,3.71,3.35,5.38,5.11,4.92,4.77,4.63,4.49,4.35,4.19,3.97,Cade Horton,31872.00,690990.00
Tomoyuki Sugano,,8,10,10,4.71,26,26,0,0,,143,161,80,75,22,33,1,6,94,5.93,2.06,2.87,1.40,0.15,0.280,1.36,0.30,0.70,0.44,,4.64,1.17,0.90,731.6900024414062,440.00,3.076923076923077,500.00,3.4965034965034967,6.54,5.94,5.54,5.22,4.94,4.67,4.41,4.11,3.73,5.72,5.48,5.31,5.16,5.03,4.91,4.78,4.63,4.43,Tomoyuki Sugano,35321.00,608372.00
Will Warren,NYY,9,9,9,4.09,45,23,0,1,,143,137,70,65,20,50,1,6,138,8.72,3.15,2.77,1.24,0.23,0.246,1.31,0.29,0.73,0.44,,4.16,1.49,1.38,329.50,568.00,3.972027972027972,567.00,3.965034965034965,6.14,5.39,4.91,4.54,4.22,3.93,3.64,3.33,2.95,5.04,4.81,4.65,4.52,4.40,4.28,4.16,4.02,3.84,Will Warren,30182.00,701542.00
Edward Cabrera,MIA,8,9,12,4.03,26,26,0,0,,142,129,69,64,17,57,0,7,150,9.46,3.64,2.60,1.05,0.25,0.238,1.31,0.30,0.72,0.45,,3.91,2.02,2.12,195.8800048828125,614.30,4.3260563380281685,597.00,4.204225352112676,5.76,5.18,4.80,4.50,4.24,3.99,3.74,3.46,3.12,4.98,4.75,4.59,4.45,4.33,4.22,4.09,3.96,3.77,Edward Cabrera,21690.00,665795.00
Shane McClanahan,TBR,9,8,14,3.56,24,24,0,0,,142,129,61,56,18,42,0,4,154,9.72,2.63,3.69,1.13,0.26,0.237,1.20,0.30,0.75,0.46,,3.57,2.89,2.73,247.05999755859375,664.00,4.676056338028169,646.00,4.549295774647887,5.25,4.68,4.30,4.01,3.75,3.51,3.27,3.00,2.68,4.56,4.30,4.12,3.98,3.85,3.72,3.59,3.44,3.25,Shane McClanahan,21483.00,663556.00
Patrick Corbin,,8,10,10,4.55,26,26,0,0,,142,150,77,72,21,46,1,4,112,7.11,2.89,2.46,1.35,0.18,0.266,1.37,0.30,0.71,0.44,,4.56,1.14,1.14,749.3800048828125,476.50,3.3556338028169015,511.00,3.5985915492957745,6.34,5.75,5.36,5.05,4.78,4.52,4.26,3.97,3.60,5.50,5.27,5.12,4.99,4.87,4.76,4.64,4.50,4.32,Patrick Corbin,9323.00,571578.00
